code,label,description,parent_code,examples
79810000,Printing services,Pehmekaaneliste trükiste trükiteenuse tellimine,,"Pehmekaaneliste trükiste trükiteenuse tellimine || Estonia – Printing services – Pehmekaaneliste trükiste trükiteenuse tellimine || Trükiteenuste tellimine Sotsiaalkindlustusametile || Estonia – Printing services – Trükiteenuste tellimine Sotsiaalkindlustusametile || SA Kultuurileht poolt välja antavate ajalehtede ja ajakirjade trükkimine 2024. aastal || SA Kultuurileht kutsub osalema avatud hankemenetluse korras korraldataval riigihankel, mille eesmärgiks on leida teenusepakkujad SA Kultuurilehe poolt välja antavate ajalehtede ja ajakirjade trükkimiseks 2024. aastal. Riigihange on jagatud osadeks ja pakkumuse võib esitada nii ühele kui mitmele osale. Riigihanke osad on kirjeldatud lisas nr 1. || Estonia – Printing services – SA Kultuurileht poolt välja antavate ajalehtede ja ajakirjade trükkimine 2024. aastal"
79952000,Event services,Liikuma Kutsuva Kooli programmi ja projekti „Kooliõpilaste liikumisaktiivsuse toetamine“ suurürituse korraldamine 4.-5. oktoobril 2023,,Liikuma Kutsuva Kooli programmi ja projekti „Kooliõpilaste liikumisaktiivsuse toetamine“ suurürituse korraldamine 4.-5. oktoobril 2023 || Soovime sõlmida hankelepingu Liikuma Kutsuva Kooli programmi ja projekti „Kooliõpilaste liikumisaktiivsuse toetamine“ suurürituse korraldamiseks 4.-5. oktoobril 2023. Eeldatav osalejate arv on kuni 400 inimest. || Estonia – Event services – Liikuma Kutsuva Kooli programmi ja projekti „Kooliõpilaste liikumisaktiivsuse toetamine“ suurürituse korraldamine 4.-5. oktoobril 2023
79957000,Auction organisation services,Riigivara oksjonite organiseerimisteenus,,Riigivara oksjonite organiseerimisteenus || Hanke esemeks on tellija vara oksjonite organiseerimisteenuse osutamine riigihanke alusdokumentides esitatud tingimustel ja korras. || Vastavalt tehnilisele kirjeldusele || Estonia – Auction organisation services – Riigivara oksjonite organiseerimisteenus
80400000,Adult and other education services,Eesti keele kursused haridustöötajatele,,"Eesti keele kursused haridustöötajatele || Riigihanke esemeks on eesti keele B1-, B2- ja C1-tasemel kursuste (eesti keeles) korraldamine vähemalt 192-le eesti keelest erineva emakeelega haridustöötajale, kusjuures iga kursuse maht on 160 akadeemilist tundi. Riigihanke tulemusena sõlmitava hankelepinguga määratletud tegevused peavad olema teostatud ajavahemikul august 2023‒detsember 2023 (k.a). NB! Hankelepingu täitmisel peab pakkujal olema kehtiv tegevusluba eesti keele B1-, B2- ja C1-tasemel tasemeeksamiks ettevalmistamisele suunatud eesti keele täienduskoolituse läbiviimiseks. || Pakkuja pakub eesti keele B1- (vajadusel, AD lisa 1 punktis 1.6.8 öeldut arvestades), B2- ja C1-tasemel keeleõpet (eesti keeles) kokku vähemalt 48-le haridustöötajale järgmiselt: • kontaktõpe klassiruumis vähemalt 3 õpperühmas: 2 (kaks) B2-tasemel kursust ning 1 (üks) C1-tasemel kursus. || Estonia – Adult and other education services – Eesti keele kursused haridustöötajatele || Pakkuja pakub eesti keele B1-, B2- ja C1-tasemel keeleõpet (eesti keeles) kokku vähemalt 64-le haridustöötajale järgmiselt: • kontaktõpe klassiruumis vähemalt 4 õpperühmas: 1 (üks) B1-tasemel kursus; 2 (kaks) B2-tasemel kursust ning 1 (üks) C1-tasemel kursus. || Digioskuste algtaseme koolitus || Koolituse tulemusena omandab koolitatav digitaalse kirjaoskuse algtaseme teadmised, mis baseeruvad rahvusvahelisel DigComp raamistikul. Peale koolituse läbimist oskab koolitatav orienteeruda arvuti töölaual ja kasutada erinevaid otsingumootoreid, teadvustab internetiriske ja oskab neid vältida. Teab, kuidas kasutada erinevaid ID-vahendeid avaliku- ja erasektori teenuste tarbimisel. Oskab kasutada enam levinud sotsiaalset tarkvara. Omab praktilist ülevaadet e-keskkondadest Zoom ja/või MS Teams ning oskab kasutada osalejana teistega suhtlemisel ja koostöö tegemisel lihtsamaid interaktsioone. Koolitataval peab olema võimalus luua endale isiklik e-posti aadress, mis jääb talle kasutamiseks ka pärast koolituse lõppemist. Koolituse tulemusena, omandab koolitatav õppekava õpiväljundid, oskab kasutada arvutit iseseisvalt ning omab selleks algteadmisi. || Estonia – Adult and other education services – Digioskuste algtaseme koolitus"
80500000,Training services,Uussisserändajatele suunatud kohanemisprogrammi teemamoodulite koolituste tellimine,,"Uussisserändajatele suunatud kohanemisprogrammi teemamoodulite koolituste tellimine || Riigihanke esemeks on kohanemisprogrammi baasmooduli, töötamise, ettevõtluse, õppimise, teaduse ja perekonna teemamoodulite koolituste läbiviimine kuni 1 300 (ühe tuhande kolmesajale) koolitatavale riigihanke ausdokumentides esitatud tingimustel ja korras. Riigihanke tulemusel sõlmitava raamlepinguga määratletud koolitustegevused peavad olema teostatud ajavahemikul 22. mai 2023 kuni 30. juuni 2024 või kuni raamlepingu rahalise kogumahu 273 000 eurot (ilma käibemaksuta) täitumiseni sõltuvalt sellest kumb tingimus saabub varem. || Estonia – Training services – Uussisserändajatele suunatud kohanemisprogrammi teemamoodulite koolituste tellimine"
80521000,Training programme services,Poliitikakujundamise oskuste koolitusprogrammi väljatöötamine ja elluviimine 2023-2025,,Poliitikakujundamise oskuste koolitusprogrammi väljatöötamine ja elluviimine 2023-2025 || Riigihanke esemeks on avaliku sektori töötajatele ja ametnikele poliitikakujundamise oskuste koolitusprogrammi läbiviimine perioodil 2023-2025.a. || Estonia – Training programme services – Poliitikakujundamise oskuste koolitusprogrammi väljatöötamine ja elluviimine 2023-2025 || Poliitikakujundamise oskuste arendamise programm 2023-2025 || Estonia – Training programme services – Poliitikakujundamise oskuste arendamise programm 2023-2025
85320000,Social services,Tööharjutus Narva linnas,,"Tööharjutus Narva linnas || Tööharjutus on tööturuteenus, mida osutatakse töötukassas arvel olevale töötule tööharjumuse taastamiseks või esmase tööharjumuse omandamiseks. Teenuse tulemusel on töötu valmis jätkama töötukassa poolt pakutavatel teistel teenustel või sisenema tööturule. Tööharjutuse eesmärk on töötu motivatsiooni, enesekindluse ja sotsiaalse kaasatuse suurendamine, tema ettevalmistamine osalemiseks teistes aktiivsetes tööturumeetmetes või tööle asumiseks. Tööharjutuse väljund on aktiviseeritud klient, kes liigub edasi järgnevasse konkreetsesse tegevusse, mille on klient ise koostöös juhendajaga tööharjutuse käigus välja valinud ja mis selgub tööharjutuse lõpuks. || Estonia – Social services – Tööharjutus Narva linnas || Tööharjutus Antsla linnas eesti keeles || Estonia – Social services – Tööharjutus Antsla linnas eesti keeles"
90500000,Refuse and waste related services,Riigihanke eesmärk on jäätmete käitlemise teenuse ostmine Eesti piires nelja aasta jooksul riigihanke alusdokumentides toodud tingimustel. Riigihanke tulemusena sõlmitakse raamleping kuni 5 eduka pakkujaga.,,Riigihanke eesmärk on jäätmete käitlemise teenuse ostmine Eesti piires nelja aasta jooksul riigihanke alusdokumentides toodud tingimustel. Riigihanke tulemusena sõlmitakse raamleping kuni 5 eduka pakkujaga. || Estonia – Refuse and waste related services – Jäätmekäitlus
90510000,Refuse disposal and treatment,Tallinna Jäätmekeskuse hallatavates jäätmejaamades kogutud tavajäätmete käitlemine 2023-2024,,"Tallinna Jäätmekeskuse hallatavates jäätmejaamades kogutud tavajäätmete käitlemine 2023-2024 || Tallinna Jäätmekeskus (edaspidi hankija) kutsub Teid (edaspidi pakkuja) esitama pakkumust avatud hankemenetlusena läbiviidavale riigihankele, mille eesmärk on hankelepingu (edaspidi leping) sõlmimine Tallinna Jäätmekeskuse poolt hallatavas jäätmejaamades (Rahumäe, Pääsküla, Pärnamäe, Paljassaare ja Loksa) tavajäätmete käitlemisteenuse (edaspidi lepingu ese või teenus) tellimiseks. || Ehitus- ja lammutussegapraht (17 09 04) eeldatava kogusega 5500 tonni; || Estonia – Refuse disposal and treatment – Tallinna Jäätmekeskuse hallatavates jäätmejaamades kogutud tavajäätmete käitlemine 2023-2024 || Korraldatud jäätmeveo teenuse osutamine Narva linnas 2023-2026 || Riigihanke eesmärk on tagada korraldatud jäätmeveo teenuse osutamine Narva linna kõigis kolmes jäätmeveo piirkonnas. Korraldatud jäätmeveo rakendamine on kohaliku omavalitsuse üksuse jäätmeseadusest tulenev kohustus || Korraldatud jäätmeveo teenuse osutamine Kreenholmi piirkonnas (Piirkond I) || Estonia – Refuse disposal and treatment – Korraldatud jäätmeveo teenuse osutamine Narva linnas 2023-2026"
90610000,Street-cleaning and sweeping services,Rakvere linna sõiduteede talihooldustööd ja aastaringne puhastus,,Rakvere linna sõiduteede talihooldustööd ja aastaringne puhastus || Estonia – Street-cleaning and sweeping services – Rakvere linna sõiduteede talihooldustööd ja aastaringne puhastus
90620000,Snow-clearing services,Rööbasteede mehhaniseeritud lumetõrje ekskavaatoriga 2023 - 2026,,Rööbasteede mehhaniseeritud lumetõrje ekskavaatoriga 2023 - 2026 || Mehhaniseeritud lumetõrje ekskavaatoriga AS Eesti Raudtee rööbasteedel. Hanke ese on täpsemalt kirjeldatud HD Lisades 1-1.1. || Mehhaniseeritud lumetõrje ekskavaatoriga AS Eesti Raudtee rööbasteedel 2023-2026. || Estonia – Snow-clearing services – Rööbasteede mehhaniseeritud lumetõrje ekskavaatoriga 2023 - 2026
90711000,Environmental impact assessment other than for construction,"Tallinna ringraudtee riigi eriplaneeringu asukoha eelvaliku lähteseisukohtade, asjakohaste mõjude hindamise, sh KSH programmi ja sotsiaalmajandusliku mõju analüüsi koostamine Rahandusministeeriumile",,"Tallinna ringraudtee riigi eriplaneeringu asukoha eelvaliku lähteseisukohtade, asjakohaste mõjude hindamise, sh KSH programmi ja sotsiaalmajandusliku mõju analüüsi koostamine Rahandusministeeriumile || Hanke objektiks on Tallinna ringraudtee riigi eriplaneeringu asukoha eelvaliku lähteseisukohtade, asjakohaste mõjude hindamise, sh KSH programmi ja sotsiaalmajandusliku mõju analüüsi koostamine. Järgmised etapid hangitakse eraldi. Riigi eriplaneeringu koostamise eesmärk on kavandada avalik elektrifitseeritud raudtee, et luua võimalus Paldiski suunaliste kaubavedude ümbersuunamiseks Tallinna kesklinnast (sh Kopli kaubajaamast) ning sh Ülemiste multimodaalsest reisiterminalist, kaupade kiirem liikumine ning Eesti logistikavaldkonna konkurentsivõime suurendamine. Lisaks asukoha alternatiividele tuleb riigi eriplaneeringu käigus valida ka tehnoloogia alternatiiv – kas kavandatav raudtee rajatakse 1520 mm rööpmelaiusega, nagu ülejäänud tänane Eesti raudteevõrk või 1435 mm rööpmelaiusega nagu varem kavandatud Rail Baltic raudtee. Välja töötatud alternatiivide seast tuleb valida sobiv rööpmelaius ja sobivaim asukoht ning sobivaimas asukohas koostada detailne lahendus. || Estonia – Environmental impact assessment other than for construction – Tallinna ringraudtee riigi eriplaneeringu asukoha eelvaliku lähteseisukohtade, asjakohaste mõjude hindamise, sh KSH programmi ja sotsiaalmajandusliku mõju analüüsi koostamine Rahandusministeeriumile"
90910000,Cleaning services,Tallinna Ülikooli hoonete koristus,,"Tallinna Ülikooli hoonete koristus || Lepingu esemeks on Tallinna Ülikooli hoonete koristus järgmistel objektide: Terra – Narva mnt 25, Tallinn; Nova – Narva mnt 27, Tallinn; Vita – Narva mnt 27, Tallinn; Astra – Narva mnt 29, Tallinn; Silva – Narva mnt 29, Tallinn; Mare – Uus-Sadama 5, Tallinn; Töövõtja peab osutama teenust kõikidel nimetatud objektidel ja kui Tallinna Ülikoolile lisandub Tallinna piires veel hooneid, siis võib ka need lisada objektide nimekirja. || Estonia – Cleaning services – Tallinna Ülikooli hoonete koristus || Sise- ja välikoristusteenuse ostmine (Estonia kaevandus, Narva karjäär ja Logistikakeskus Ida-Virumaal) || Hoolduskoristus ja pesumaja teenus Estonia kaevanduses, hoolduskoristus Logistikakeskuse Raudi jaamas. || Estonia – Cleaning services – Sise- ja välikoristusteenuse ostmine (Estonia kaevandus, Narva karjäär ja Logistikakeskus Ida-Virumaal)"
90911000,"Accommodation, building and window cleaning services","Heakorrateenuse tellimine Suur-Ameerika tn 1 // Väike-Ameerika tn 2, Tallinn alates 01.11.2023",,"Heakorrateenuse tellimine Suur-Ameerika tn 1 // Väike-Ameerika tn 2, Tallinn alates 01.11.2023 || Riigihanke käigus hangitakse heakorrateenust põhja piirkonna objektile Suur-Ameerika tn 1 // Väike-Ameerika tn 2, Tallinn. || Estonia – Accommodation, building and window cleaning services – Heakorrateenuse tellimine Suur-Ameerika tn 1 // Väike-Ameerika tn 2, Tallinn alates 01.11.2023 || Kultuuri- ja hariduskeskus Viimsi Artium koristusteenuse ostmine || Hanke sisuks on Kultuuri- ja hariduskeskus Viimsi Artium ruumide igapäevane koristus. Täpsem teenuse kirjeldus on leitav dokumendis ""Tehniline kirjeldus"". || Estonia – Accommodation, building and window cleaning services – Kultuuri- ja hariduskeskus Viimsi Artium koristusteenuse ostmine"
90911200,Building-cleaning services,CONTRATO DE SERVICIOS DE LIMPIEZA DE EDIFICIOS MUNICIPALES,,"CONTRATO DE SERVICIOS DE LIMPIEZA DE EDIFICIOS MUNICIPALES || trabajos de limplieza || ['Limpieza de instalaciones deportivas', 'Limpieza de escuelas', 'EQUIPAMIENTOS CULTURALES', 'Limpieza edificios varios'] || Spain – Building-cleaning services – CONTRATO DE SERVICIOS DE LIMPIEZA DE EDIFICIOS MUNICIPALES"
